Level,Date and Time,Source,Event ID,Task Category
Information,7/12/2018 10:23:05 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/12/2018 10:21:15 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ1F8-XeroxCorp.PrintExperience
Information,7/12/2018 10:21:06 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ1F8-XeroxCorp.PrintExperience
Information,7/12/2018 10:21:04 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\XeroxCorp.PrintExperience_f7egpvdyrs2a8\Settings\settings.dat was cleared updating 1 keys and creating 1 modified pages.
Information,7/12/2018 10:20:59 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\XeroxCorp.PrintExperience_7.48.11.0_x64__f7egpvdyrs2a8\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,7/12/2018 10:19:58 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,7/12/2018 10:17:13 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 11 keys and creating 1 modified pages.
Information,7/12/2018 10:15:13 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,7/12/2018 10:14:57 AM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name joaslqkf timed out after none of the configured DNS servers responded.
Information,7/12/2018 10:13:18 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Warning,7/12/2018 10:13:01 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Warning,7/12/2018 10:13:00 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,7/12/2018 10:12:57 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,7/12/2018 10:12:54 AM,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎07‎-‎11T23:34:23.715969000Z
Wake Time: ‎2018‎-‎07‎-‎12T16:12:50.147310200Z

Wake Source: Unknown"
Warning,7/12/2018 10:12:52 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Information,7/12/2018 10:12:51 AM,e1iexpress,32,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link has been established at 1Gbps full duplex.
"
Warning,7/12/2018 10:12:50 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Information,7/12/2018 10:12:49 AM,Microsoft-Windows-Kernel-Boot,32,None,The bootmgr spent 0 ms waiting for user input.
Information,7/12/2018 10:12:49 AM,Microsoft-Windows-Kernel-Boot,18,None,There are 0x1 boot options on this system.
Information,7/12/2018 10:12:49 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,7/12/2018 10:12:49 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,7/12/2018 10:12:49 AM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,7/12/2018 10:12:49 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Information,7/12/2018 10:12:48 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Warning,7/12/2018 10:12:48 AM,e1iexpress,27,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link is disconnected.
"
Information,7/12/2018 10:12:47 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎12T16:12:47.500000000Z from ‎2018‎-‎07‎-‎11T23:34:29.193796000Z.

Change Reason: System time synchronized with the hardware clock."
Information,7/11/2018 5:34:29 PM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,7/11/2018 5:34:28 PM,BROWSER,8033,None,The browser has forced an election on network \Device\NetBT_Tcpip_{CFAF5E97-E3D1-4F0F-B282-9B1C710A19FF} because a master browser was stopped.
Information,7/11/2018 5:34:28 PM,BROWSER,8033,None,The browser has forced an election on network \Device\NetBT_Tcpip_{16292CE8-F4C8-4D5F-AC01-46C988FCFA75} because a master browser was stopped.
Information,7/11/2018 5:34:25 PM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,7/11/2018 5:34:23 PM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎07‎-‎11T23:34:23.762000000Z from ‎2018‎-‎07‎-‎11T23:34:23.763388000Z.

Change Reason: An application or system component changed the time."
Information,7/11/2018 5:34:23 PM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,7/11/2018 5:28:28 PM,Microsoft-Windows-GroupPolicy,1500,None,The Group Policy settings for the computer were processed successfully. There were no changes detected since the last successful processing of Group Policy.
